1	1	0
2	2	20288
5	3	0
4	4	0
13	5	20008
13	6	20212
7	7	0
23	8	40014
15	9	20124
16	10	20120
17	11	20004
25	12	19754
21	13	20126
19	14	20012
29	15	39688
27	16	19998
35	17	40248
40	18	40008
46	19	60006
39	20	39968
22	21	19890
32	22	20002
27	23	39728
38	24	39872
25	25	19998
38	26	40040
37	27	39786
40	28	39878
51	29	61208
48	30	39978
43	31	39958
61	32	59758
39	33	40254
51	34	39964
50	35	59778
43	36	40020
57	37	59892
58	38	60010
61	39	59866
63	40	59778
62	41	60138
52	42	59946
49	43	19998
73	44	60242
83	45	80258
59	46	60132
73	47	80136
85	48	99786
67	49	59698
89	50	99900
84	51	80014
96	52	120068
76	53	80022
88	54	112210
92	55	99792
89	56	80142
102	57	153842
90	58	110534
60	59	60142
72	60	59896
83	61	80642
90	62	91200
99	63	100022
86	64	70272
102	65	121778
106	66	138052
94	67	101520
100	68	100284
101	69	100028
107	70	90492
118	71	125176
104	72	100350
114	73	100166
96	74	79772
124	75	120030
100	76	101614
125	77	180394
90	78	79760
106	79	100092
124	80	100356
137	81	140416
120	82	116668
138	83	180354
123	84	100214
139	85	160032
113	86	100006
140	87	140026
115	88	100022
107	89	120026
137	90	139452
114	91	119570
136	92	120142
142	93	140168
162	94	179892
161	95	180172
157	96	179968
156	97	160222
174	98	179790
127	99	119904
152	100	179682
140	101	140036
141	102	139928
116	103	100018
181	104	218442
182	105	220044
157	106	180074
159	107	240034
155	108	180046
155	109	180048
169	110	180050
158	111	180178
190	112	199498
187	113	220052
171	114	160154
174	115	200168
162	116	159872
200	117	220050
198	118	239836
192	119	239442
176	120	180446
159	121	157334
158	122	179410
150	123	139652
199	124	259922
192	125	260112
183	126	200060
183	127	200084
168	128	260098
219	129	280070
176	130	159594
204	131	200046
189	132	220050
184	133	199922
163	134	160062
189	135	200034
239	136	259888
204	137	240192
194	138	219436
220	139	240230
215	140	220140
186	141	180196
223	142	260332
200	143	200046
196	144	220060
223	145	200078
219	146	220050
208	147	259724
219	148	239944
188	149	180036
245	150	280318
251	151	239916
216	152	240066
183	153	220032
241	154	320046
249	155	320042
240	156	260072
257	157	320342
209	158	200036
258	159	319826
246	160	319932
250	161	379888
212	162	320066
259	163	320096
220	164	220168
248	165	260218
278	166	300064
236	167	240052
237	168	300118
296	169	440206
249	170	279968
246	171	240056
271	172	320190
250	173	260190
262	174	279820
195	175	180044
275	176	399982
238	177	260314
310	178	420092
249	179	240052
304	180	380244
310	181	460312
269	182	279930
275	183	300076
230	184	220160
338	185	500246
296	186	380388
285	187	359946
265	188	300048
270	189	420112
264	190	380084
284	191	300064
285	192	360114
298	193	560148
299	194	480126
336	195	520250
291	196	320052
309	197	480072
325	198	480120
283	199	340068
329	200	400064
295	201	420052
364	202	580034
312	203	380084
323	204	380120
330	205	400340
318	206	360242
327	207	340082
322	208	380050
330	209	380122
296	210	300340
293	211	299808
325	212	353718
339	213	375274
300	214	320064
309	215	320070
303	216	339956
320	217	319952
378	218	420216
359	219	480378
308	220	339834
303	221	300170
306	222	335376
369	223	440376
333	224	351548
323	225	378542
309	226	330030
385	227	442828
333	228	378352
336	229	361164
385	230	420390
391	231	480002
332	232	380204
345	233	379978
391	234	439978
372	235	458162
392	236	499988
396	237	460238
386	238	420116
326	239	320262
363	240	379970
370	241	420090
385	242	420260
329	243	360260
361	244	440282
396	245	480112
385	246	419974
389	247	420234
415	248	517258
402	249	460356
357	250	399690
381	251	379950
358	252	380044
404	253	419964
378	254	380370
369	255	392128
408	256	459960
394	257	459848
407	258	480106
382	259	420362
393	260	460222
369	261	460132
386	262	440102
417	263	521568
423	264	461308
384	265	401238
435	266	544952
418	267	500062
420	268	500104
391	269	439532
395	270	479818
434	271	663326
445	272	540122
448	273	580136
425	274	500108
375	275	379968
423	276	499990
392	277	419984
432	278	520148
466	279	540136
393	280	419826
427	281	500116
481	282	540280
435	283	532980
452	284	524596
454	285	540356
419	286	499990
454	287	580124
451	288	600310
430	289	500116
439	290	540100
469	291	640410
442	292	520228
417	293	480102
489	294	620182
453	295	540124
401	296	460028
449	297	539978
425	298	480120
465	299	581050
442	300	560132
398	301	380350
449	302	480100
451	303	540256
462	304	520122
473	305	540148
447	306	520084
499	307	580108
513	308	579888
533	309	720328
485	310	560138
422	311	399828
459	312	540092
475	313	573498
504	314	638950
470	315	559874
455	316	519966
491	317	540352
496	318	607032
478	319	560106
