1	1	0
7	2	20020
9	3	0
4	4	0
5	5	0
12	6	0
10	7	0
8	8	0
9	9	0
17	10	0
25	11	0
21	12	0
13	13	0
22	14	0
21	15	0
16	16	0
14	17	0
30	18	0
38	19	0
35	20	0
21	21	0
20	22	0
20	23	0
31	24	0
50	25	0
41	26	0
26	27	0
38	28	0
39	29	0
66	30	0
53	31	0
54	32	0
39	33	0
57	34	0
49	35	0
62	36	0
52	37	0
59	38	0
87	39	20000
94	40	0
57	41	0
73	42	0
59	43	0
61	44	0
55	45	0
59	46	0
57	47	19852
65	48	0
92	49	0
62	50	0
75	51	0
85	52	0
73	53	0
87	54	0
79	55	0
107	56	0
74	57	0
97	58	19998
97	59	0
91	60	0
85	61	0
118	62	0
98	63	0
102	64	0
83	65	0
96	66	0
108	67	0
91	68	0
100	69	0
107	70	0
103	71	0
100	72	0
88	73	0
98	74	0
138	75	0
110	76	0
121	77	0
104	78	0
148	79	0
120	80	0
143	81	0
119	82	80146
110	83	20120
127	84	0
134	85	0
144	86	0
128	87	0
129	88	0
103	89	0
147	90	0
154	91	0
148	92	0
129	93	0
126	94	0
165	95	0
135	96	0
170	97	0
130	98	0
132	99	0
157	100	0
143	101	0
162	102	0
146	103	0
157	104	0
140	105	0
146	106	0
167	107	0
162	108	0
181	109	0
170	110	19976
211	111	0
192	112	0
140	113	0
159	114	0
185	115	0
202	116	0
185	117	0
173	118	0
172	119	0
149	120	0
187	121	0
184	122	0
183	123	0
175	124	0
178	125	0
153	126	0
201	127	0
239	128	0
211	129	0
233	130	0
184	131	0
204	132	0
188	133	0
208	134	19994
234	135	0
215	136	0
236	137	0
205	138	0
220	139	0
219	140	0
227	141	0
214	142	0
236	143	0
211	144	0
223	145	0
247	146	0
206	147	0
228	148	0
221	149	0
244	150	0
240	151	0
260	152	0
277	153	0
239	154	0
229	155	0
238	156	0
210	157	0
233	158	0
237	159	0
235	160	0
259	161	0
235	162	0
225	163	0
212	164	0
262	165	0
235	166	0
254	167	0
252	168	0
255	169	0
267	170	0
275	171	0
278	172	0
278	173	20116
292	174	0
278	175	0
251	176	0
236	177	0
254	178	259846
255	179	0
229	180	0
281	181	0
298	182	0
249	183	0
280	184	0
279	185	0
296	186	0
262	187	0
307	188	0
310	189	20096
268	190	0
259	191	0
324	192	0
294	193	0
266	194	0
275	195	179930
279	196	0
299	197	0
298	198	0
319	199	0
312	200	0
332	201	0
290	202	360024
280	203	0
328	204	0
273	205	0
321	206	0
303	207	0
287	208	0
306	209	0
288	210	0
340	211	0
302	212	0
334	213	0
320	214	219802
299	215	0
300	216	0
332	217	20006
315	218	0
325	219	0
333	220	0
389	221	0
329	222	0
286	223	0
349	224	0
381	225	0
316	226	0
353	227	0
382	228	0
301	229	0
384	230	0
354	231	0
348	232	0
355	233	0
335	234	0
362	235	0
353	236	0
371	237	0
357	238	0
352	239	0
382	240	0
341	241	0
388	242	0
348	243	0
365	244	0
359	245	0
361	246	0
346	247	359872
335	248	0
392	249	0
364	250	0
410	251	0
378	252	0
340	253	0
357	254	0
424	255	0
376	256	0
345	257	0
394	258	0
