1	2220.0
4	5020.0
7	4340.0
10	8860.0
13	11080.0
16	23280.0
19	14140.0
22	15520.0
25	15600.0
28	35500.0
31	25420.0
34	30160.0
37	37000.0
40	50340.0
43	31620.0
46	31140.0
49	39960.0
52	67780.0
55	39620.0
58	63020.0
61	47840.0
64	71120.0
67	52920.0
70	50200.0
73	75280.0
76	84420.0
79	65980.0
82	66120.0
85	86040.0
88	58380.0
91	72300.0
94	88160.0
97	91180.0
100	73940.0
103	76880.0
106	131980.0
109	79320.0
112	85540.0
115	123460.0
118	112240.0
121	99800.0
124	132860.0
127	95380.0
130	131280.0
133	109300.0
136	122880.0
139	133220.0
142	117840.0
145	153520.0
148	104860.0
151	137140.0
154	119800.0
157	186400.0
160	148240.0
163	143840.0
166	133100.0
169	212580.0
172	157700.0
175	187680.0
178	161540.0
181	175980.0
184	178800.0
187	157140.0
190	186060.0
193	157600.0
196	191120.0
199	171060.0
202	231300.0
205	184340.0
208	156900.0
211	221840.0
214	233660.0
217	198280.0
220	197780.0
223	236360.0
226	195000.0
229	217380.0
232	275980.0
235	235840.0
238	232720.0
241	256380.0
244	183000.0
247	239700.0
250	245760.0
253	233340.0
256	216540.0
259	249440.0
262	255440.0
265	334820.0
268	270300.0
271	245720.0
274	266160.0
277	339220.0
280	294340.0
283	304220.0
286	332740.0
289	288680.0
292	329020.0
295	262580.0
298	257740.0
301	297920.0
304	292480.0
307	303480.0
310	288020.0
313	311920.0
316	292840.0
319	297860.0
322	327220.0
325	294440.0
328	334360.0
331	346820.0
334	330180.0
337	389400.0
340	357460.0
343	333000.0
346	372640.0
349	389420.0
352	354680.0
355	328140.0
358	373480.0
361	344860.0
364	391200.0
367	373280.0
370	359220.0
373	336340.0
376	355920.0
379	442020.0
382	385520.0
385	395340.0
388	369700.0
391	430880.0
394	441700.0
397	427100.0
400	388220.0
403	418200.0
406	380940.0
409	404160.0
412	396380.0
415	361220.0
418	401980.0
421	392440.0
424	443660.0
427	392720.0
430	493300.0
433	408680.0
436	403040.0
439	436660.0
442	415380.0
445	474380.0
448	596320.0
451	428480.0
454	479260.0
457	441340.0
460	419140.0
463	451920.0
466	458080.0
469	507520.0
472	676980.0
475	478220.0
478	494860.0
481	477780.0
484	666580.0
487	470060.0
490	482160.0
493	496600.0
496	530880.0
499	592340.0
502	586540.0
505	483040.0
508	571140.0
511	490920.0
514	482940.0
517	460400.0
520	517760.0
523	503340.0
526	622240.0
529	469240.0
532	534120.0
535	531800.0
538	527540.0
541	519240.0
544	580100.0
547	544360.0
550	490940.0
553	559680.0
556	538340.0
559	529440.0
562	586060.0
565	611220.0
568	527200.0
571	583500.0
574	649620.0
577	628220.0
580	621700.0
583	665600.0
586	547460.0
589	654300.0
592	670840.0
595	588940.0
598	588000.0
601	592060.0
604	640960.0
607	805220.0
610	635700.0
613	614540.0
616	572280.0
619	602600.0
622	579740.0
625	687660.0
628	694180.0
631	673440.0
634	724320.0
637	581260.0
640	659680.0
643	614300.0
646	670080.0
649	740860.0
652	585860.0
655	786760.0
658	740340.0
661	684180.0
664	858520.0
667	1030580.0
670	1033080.0
673	869880.0
676	775240.0
679	733080.0
682	800340.0
685	814880.0
688	825260.0
691	721640.0
694	887100.0
697	682680.0
700	722420.0
703	768800.0
706	879500.0
709	705280.0
712	689980.0
715	794200.0
718	789000.0
721	732360.0
724	666900.0
727	679920.0
730	795660.0
733	787540.0
736	763560.0
739	720060.0
742	811860.0
745	729260.0
748	765040.0
751	774340.0
754	732920.0
757	827240.0
760	795120.0
763	868920.0
766	729820.0
769	858840.0
772	763500.0
775	830860.0
778	904660.0
781	854180.0
784	803200.0
787	807300.0
790	788900.0
793	811860.0
796	860840.0
799	919700.0
