1	1	1194
2	2	782
4	3	1786
4	4	798
5	5	780
6	6	1704
13	7	1914
8	8	768
13	9	1816
10	10	784
30	11	772
20	12	3226
15	13	782
27	14	780
29	15	1778
21	16	776
28	17	782
31	18	2440
33	19	768
37	20	756
42	21	1808
41	22	776
44	23	1256
50	24	2336
31	25	2666
45	26	1236
60	27	2794
41	28	778
47	29	770
40	30	3278
51	31	766
44	32	770
45	33	1806
38	34	766
53	35	1246
58	36	1994
54	37	774
63	38	772
68	39	2290
72	40	824
52	41	776
64	42	2274
77	43	770
50	44	762
58	45	1790
61	46	790
65	47	750
59	48	1828
83	49	2226
71	50	784
64	51	1808
78	52	1240
94	53	770
66	54	1964
79	55	1242
89	56	1226
107	57	1892
91	58	762
108	59	760
113	60	1830
99	61	760
102	62	742
78	63	1810
75	64	1230
92	65	766
105	66	1824
80	67	772
105	68	1226
107	69	2426
123	70	776
91	71	746
106	72	1978
134	73	768
116	74	770
135	75	1826
115	76	768
148	77	760
115	78	1810
120	79	820
138	80	772
92	81	1866
89	82	786
128	83	764
122	84	1824
116	85	774
111	86	766
132	87	1842
157	88	780
140	89	766
126	90	2462
135	91	786
122	92	772
132	93	1864
155	94	772
152	95	754
145	96	2392
156	97	780
157	98	1234
112	99	1938
143	100	764
138	101	1260
161	102	1930
151	103	778
156	104	772
139	105	1956
168	106	808
173	107	774
162	108	2138
153	109	778
177	110	772
182	111	1922
187	112	1730
149	113	1246
171	114	1940
178	115	782
164	116	770
175	117	4416
144	118	1280
172	119	772
177	120	1930
170	121	778
183	122	800
178	123	1888
189	124	786
168	125	1250
196	126	2080
182	127	820
186	128	772
192	129	1866
216	130	3428
204	131	1234
207	132	2428
205	133	780
214	134	380300
186	135	1140
159	136	800
211	137	2428
208	138	1310
218	139	1260
219	140	2848
227	141	778
218	142	780
207	143	772
242	144	3900
201	145	790
220	146	1262
222	147	1234
238	148	2866
219	149	792
273	150	2222
248	151	2094
267	152	816
215	153	780
213	154	774
231	155	828
204	156	774
215	157	764
190	158	1240
233	159	3270
188	160	760
227	161	772
220	162	1248
236	163	1718
261	164	1758
245	165	790
239	166	760
275	167	790
211	168	772
220	169	782
272	170	778
222	171	766
267	172	780
302	173	784
253	174	302546
239	175	3956
275	176	796
323	177	780
247	178	717226
278	179	1134
269	180	794
258	181	780
239	182	800
255	183	800
301	184	784
278	185	770
310	186	784
246	187	836
284	188	780
262	189	778
309	190	375418
282	191	1182
310	192	784
269	193	2230
311	194	780
273	195	1276
281	196	1586
291	197	800
303	198	812
262	199	824
