1	1700.0
4	1040.0
7	940.0
10	3400.0
13	1020.0
16	1020.0
19	1000.0
22	1020.0
25	900.0
28	860.0
31	860.0
34	860.0
37	840.0
40	820.0
43	800.0
46	820.0
49	1580.0
52	2040.0
55	980.0
58	900.0
61	820.0
64	800.0
67	840.0
70	860.0
73	1340.0
76	820.0
79	1340.0
82	880.0
85	840.0
88	900.0
91	12320.0
94	840.0
97	920.0
100	980.0
103	1340.0
106	860.0
109	1800.0
112	1400.0
115	900.0
118	920.0
121	1060.0
124	1460.0
127	920.0
130	1420.0
133	820.0
136	840.0
139	1320.0
142	860.0
145	1340.0
148	1360.0
151	880.0
154	940.0
157	1460.0
160	1640.0
163	880.0
166	840.0
169	1400.0
172	920.0
175	840.0
178	1000.0
181	1040.0
184	1040.0
187	1000.0
190	1100.0
193	1200.0
196	900.0
199	900.0
202	880.0
205	254320.0
208	880.0
211	900.0
214	248920.0
217	2260.0
220	840.0
223	282180.0
226	880.0
229	900.0
232	1220.0
235	1620.0
238	283660.0
241	1460.0
244	1560.0
247	960.0
250	960.0
253	2000.0
256	1200.0
259	1200.0
262	1080.0
265	1200.0
268	1620.0
271	2900.0
274	26460.0
277	980.0
280	458000.0
283	920.0
286	1500.0
289	1040.0
292	2100.0
295	1620.0
298	1080.0
301	1180.0
304	2740.0
307	1700.0
310	960.0
313	1200.0
316	36340.0
319	1540.0
322	1920.0
325	1200.0
328	1120.0
331	1760.0
334	1220.0
337	1180.0
340	1560.0
343	1260.0
346	1660.0
349	1460.0
352	29780.0
355	920.0
358	1020.0
361	1240.0
364	1140.0
367	1140.0
370	1540.0
373	1960.0
376	2920.0
379	1420.0
382	1320.0
385	1580.0
388	1040.0
391	980.0
394	1120.0
397	1240.0
400	1700.0
403	1240.0
406	3020.0
409	1140.0
412	1440.0
415	1900.0
418	1420.0
421	1540.0
424	547600.0
427	1260.0
430	1100.0
433	1360.0
436	1260.0
439	2280.0
442	1360.0
445	1400.0
448	2140.0
451	1760.0
454	1440.0
457	1460.0
460	2040.0
463	1060.0
466	1800.0
469	6880.0
472	1180.0
475	1600.0
478	1140.0
481	1320.0
484	1140.0
487	1420.0
490	1880.0
493	960.0
496	1360.0
499	1420.0
502	1180.0
505	2260.0
508	1640.0
511	1820.0
514	1320.0
517	1220.0
520	1120.0
523	1300.0
526	1740.0
529	1060.0
532	960.0
535	1040.0
538	980.0
541	2060.0
544	1600.0
547	1160.0
550	1840.0
553	1440.0
556	1300.0
559	1300.0
562	22240.0
565	960.0
568	1520.0
571	940.0
574	1520.0
577	1800.0
580	1080.0
583	1220.0
586	1340.0
589	1200.0
592	1300.0
595	2840.0
598	20420.0
601	1020.0
604	1436000.0
607	2460.0
610	1840.0
613	1220.0
616	1120.0
619	1320.0
622	1780.0
625	1680.0
628	1160.0
631	1800.0
634	16120.0
637	1228640.0
640	5980.0
643	1240.0
646	1280.0
649	1320.0
652	1500.0
655	1420.0
658	1380.0
661	1400.0
664	1260.0
667	1280.0
670	1320.0
673	18300.0
676	1540.0
679	908820.0
682	1220.0
685	2240.0
688	1260.0
691	1720.0
694	1360.0
697	1340.0
700	1780.0
703	1080.0
706	13800.0
709	960.0
712	940.0
715	1100.0
718	1080.0
721	1720.0
724	1680.0
727	1840.0
730	1300.0
733	1600.0
736	1360.0
739	1340.0
742	5140.0
745	960.0
748	1600.0
751	1640.0
754	1260.0
757	1360.0
760	1180.0
763	1220.0
766	1260.0
769	1220.0
772	1320.0
775	19640.0
778	1500.0
781	960.0
784	1300.0
787	1480.0
790	1760.0
793	1360.0
796	1380.0
799	1380.0
